"","Practice","Pres_Count_Allergies","Pres_Count_Asthma","Pres_Count_Diabetes"
"3058","F84122",60,27,66
"3059","F84123",51,17,53
"3060","F84124",27,12,44
"3061","F84601",28,17,50
"3062","F84619",18,12,41
"3063","F84620",32,21,58
"3064","F84621",31,11,49
"3065","F84624",16,7,33
"3066","F84631",14,8,54
"3067","F84632",11,10,22
"3068","F84635",35,19,47
"3069","F84636",19,13,29
"3070","F84640",39,19,54
"3071","F84641",23,13,66
"3072","F84642",19,17,56
"3073","F84647",34,10,42
"3074","F84656",40,19,54
"3075","F84657",26,21,45
"3076","F84658",22,14,71
"3077","F84659",0,0,7
"3078","F84660",7,2,38
"3079","F84661",14,20,50
"3080","F84666",33,23,56
"3081","F84668",25,9,57
"3082","F84669",54,22,82
"3083","F84670",22,10,57
"3084","F84672",30,21,56
"3085","F84673",11,7,39
"3086","F84676",25,7,50
"3087","F84677",37,20,62
"3088","F84679",17,17,40
"3089","F84681",41,26,55
"3090","F84682",66,18,56
"3091","F84685",19,8,34
"3092","F84686",30,8,43
"3093","F84692",20,15,53
"3094","F84694",12,10,32
"3095","F84696",25,15,41
"3096","F84698",41,17,45
"3097","F84700",4,2,3
"3098","F84702",66,20,44
"3099","F84706",20,6,44
"3100","F84708",17,15,48
"3101","F84710",46,21,58
"3102","F84711",15,7,37
"3103","F84713",20,7,49
"3104","F84714",37,18,47
"3105","F84716",32,11,42
"3106","F84717",38,19,72
"3107","F84718",53,17,52
"3108","F84719",27,14,41
"3109","F84720",27,18,51
"3110","F84724",41,20,63
"3111","F84727",0,0,0
"3112","F84729",22,8,45
"3113","F84730",41,12,64
"3114","F84731",9,5,25
"3115","F84733",23,14,25
"3116","F84734",29,10,51
"3117","F84735",37,16,62
"3118","F84737",17,5,16
"3119","F84739",14,3,33
"3120","F84740",21,12,45
"3121","F84741",34,8,43
"3122","F84742",17,15,48
"3123","F84743",6,1,3
"3124","F84744",5,2,10
"3125","F84747",66,18,65
"3126","F84749",50,25,82
"3127","F84750",0,0,0
"3128","F85002",86,23,66
"3129","F85003",56,28,71
"3130","F85004",54,30,99
"3131","F85007",65,31,81
"3132","F85008",51,21,75
"3133","F85010",32,19,46
"3134","F85011",23,6,38
"3135","F85013",41,21,70
"3136","F85014",96,20,55
"3137","F85015",27,19,35
"3138","F85016",36,17,56
"3139","F85017",31,16,51
"3140","F85019",83,30,64
"3141","F85020",50,18,52
"3142","F85023",28,19,46
"3143","F85024",12,8,30
"3144","F85025",53,31,65
"3145","F85026",20,13,34
"3146","F85027",63,30,81
"3147","F85028",26,22,41
"3148","F85029",101,23,67
"3149","F85030",98,23,86
"3150","F85031",39,24,63
"3151","F85032",44,21,62
"3152","F85033",63,21,73
"3153","F85034",22,14,35
"3154","F85035",71,21,60
"3155","F85036",48,12,47
"3156","F85039",33,19,50
"3157","F85043",24,11,45
"3158","F85044",33,14,47
"3159","F85045",34,11,31
"3160","F85046",16,9,39
"3161","F85048",56,12,49
"3162","F85049",13,8,31
"3163","F85052",12,8,32
"3164","F85053",49,20,69
"3165","F85055",34,19,68
"3166","F85058",34,20,54
"3167","F85059",21,14,30
"3168","F85060",37,16,51
"3169","F85061",18,11,40
"3170","F85063",50,19,54
"3171","F85064",27,15,29
"3172","F85065",35,13,49
"3173","F85066",72,20,67
"3174","F85067",32,19,42
"3175","F85069",49,10,28
"3176","F85071",25,14,57
"3177","F85072",46,24,69
"3178","F85076",53,34,71
"3179","F85615",21,16,43
"3180","F85623",20,16,45
"3181","F85625",41,14,47
"3182","F85628",26,3,18
"3183","F85632",3,3,9
"3184","F85634",17,7,32
"3185","F85640",24,19,46
"3186","F85642",48,21,55
"3187","F85643",0,0,2
"3188","F85645",19,6,28
"3189","F85646",0,0,0
"3190","F85650",39,19,49
"3191","F85652",47,15,39
"3192","F85654",22,19,47
"3193","F85656",28,9,31
"3194","F85658",0,1,2
"3195","F85663",35,18,54
"3196","F85666",34,21,55
"3197","F85669",39,12,52
"3198","F85675",45,14,59
"3199","F85676",41,19,42
"3200","F85678",23,7,45
"3201","F85679",13,11,28
"3202","F85681",20,10,32
"3203","F85682",0,0,0
"3204","F85684",28,24,60
"3205","F85686",25,11,31
"3206","F85687",46,19,54
"3207","F85688",26,15,48
"3208","F85697",21,11,37
"3209","F85700",21,14,41
"3210","F85701",46,13,44
"3211","F85703",37,19,52
"3212","F85705",59,20,70
"3213","F85707",20,10,47
"3214","F85708",6,1,12
"3215","F85710",2,2,4
"3216","F86001",42,16,75
"3217","F86004",80,30,64
"3218","F86005",57,26,64
"3219","F86006",39,10,58
"3220","F86007",71,27,66
"3221","F86008",48,19,73
"3222","F86009",63,24,71
"3223","F86010",64,33,79
"3224","F86011",53,27,79
"3225","F86012",75,29,70
"3226","F86013",51,13,49
"3227","F86018",60,20,67
"3228","F86020",33,14,57
"3229","F86022",69,31,90
"3230","F86023",68,16,65
"3231","F86025",88,22,78
"3232","F86026",48,18,61
"3233","F86028",58,27,79
"3234","F86030",35,10,53
"3235","F86032",41,25,58
"3236","F86034",43,15,53
"3237","F86036",84,22,77
"3238","F86038",69,18,85
"3239","F86040",24,18,52
"3240","F86042",36,10,44
"3241","F86044",34,11,57
"3242","F86045",15,7,33
"3243","F86049",18,12,31
"3244","F86057",41,19,58
"3245","F86058",58,21,75
"3246","F86060",87,24,91
"3247","F86062",31,14,56
"3248","F86064",29,13,46
"3249","F86066",48,15,48
"3250","F86073",21,9,51
"3251","F86074",46,20,75
"3252","F86078",65,18,71
"3253","F86081",32,10,48
"3254","F86082",43,12,57
"3255","F86083",82,18,74
"3256","F86085",23,18,41
"3257","F86086",38,15,60
"3258","F86087",24,14,59
"3259","F86088",26,9,46
"3260","F86607",68,22,79
"3261","F86612",27,9,45
"3262","F86616",64,15,54
"3263","F86621",21,18,50
"3264","F86624",22,9,37
"3265","F86625",26,18,64
"3266","F86626",31,10,31
"3267","F86627",87,33,83
"3268","F86635",0,3,14
"3269","F86637",27,17,55
"3270","F86638",25,16,45
"3271","F86639",25,12,56
"3272","F86641",40,21,47
"3273","F86642",50,7,53
"3274","F86644",60,17,78
"3275","F86650",48,21,73
"3276","F86652",63,20,64
"3277","F86655",32,11,47
"3278","F86657",48,8,51
"3279","F86658",39,14,49
"3280","F86664",45,18,59
"3281","F86666",47,20,65
"3282","F86675",17,18,47
"3283","F86679",24,13,30
"3284","F86686",10,8,28
"3285","F86689",29,14,30
"3286","F86691",30,16,51
"3287","F86692",48,18,69
"3288","F86696",21,11,41
"3289","F86698",27,13,52
"3290","F86700",27,12,33
"3291","F86701",8,7,31
"3292","F86702",26,10,57
"3293","F86703",24,11,42
"3294","F86704",7,7,24
"3295","F86705",25,12,39
"3296","F86707",24,19,63
"3297","F86708",24,12,25
"3298","F86712",17,7,43
"3299","F86731",27,15,57
"3300","G81001",49,32,68
"3301","G81002",40,23,67
"3302","G81003",63,45,83
"3303","G81004",66,37,80
"3304","G81006",36,32,64
"3305","G81007",57,22,55
"3306","G81008",65,40,77
"3307","G81009",49,25,68
"3308","G81011",51,31,56
"3309","G81012",38,27,57
"3310","G81013",64,41,87
"3311","G81014",55,23,45
"3312","G81016",35,35,65
"3313","G81017",61,30,70
"3314","G81018",45,26,57
"3315","G81019",62,31,72
"3316","G81020",4,7,16
"3317","G81021",48,24,56
"3318","G81022",68,45,87
"3319","G81023",58,27,59
"3320","G81024",47,26,69
"3321","G81025",50,35,80
"3322","G81026",59,29,66
"3323","G81027",32,23,44
"3324","G81028",47,28,63
"3325","G81029",77,35,94
"3326","G81030",39,26,64
"3327","G81031",56,35,79
"3328","G81032",58,34,70
"3329","G81033",38,32,70
"3330","G81034",88,28,84
"3331","G81035",49,26,74
"3332","G81036",67,27,59
"3333","G81037",31,24,55
"3334","G81038",51,28,62
"3335","G81039",77,39,94
"3336","G81040",18,16,47
"3337","G81041",84,36,88
"3338","G81042",56,26,58
"3339","G81043",41,27,68
"3340","G81044",41,18,33
"3341","G81045",48,19,31
"3342","G81046",55,33,72
"3343","G81047",36,23,60
"3344","G81048",46,25,63
"3345","G81049",44,31,60
"3346","G81050",63,37,80
"3347","G81051",42,32,67
"3348","G81052",44,20,56
"3349","G81053",52,27,65
"3350","G81054",33,30,68
"3351","G81055",48,31,65
"3352","G81056",41,34,65
"3353","G81057",30,23,57
"3354","G81059",55,41,76
"3355","G81061",42,28,51
"3356","G81063",17,25,37
"3357","G81064",30,23,52
"3358","G81065",57,24,62
"3359","G81070",31,20,49
"3360","G81071",18,7,29
"3361","G81073",42,25,62
"3362","G81074",45,36,74
"3363","G81075",54,29,51
"3364","G81076",49,27,54
"3365","G81077",45,25,66
"3366","G81082",40,28,57
"3367","G81083",33,23,51
"3368","G81084",27,29,60
"3369","G81085",44,24,45
"3370","G81086",44,19,65
"3371","G81087",27,24,64
"3372","G81088",72,31,78
"3373","G81089",17,22,47
"3374","G81090",27,19,34
"3375","G81094",42,25,38
"3376","G81095",50,39,78
"3377","G81096",25,29,53
"3378","G81097",34,21,44
"3379","G81098",33,34,68
"3380","G81099",51,34,77
"3381","G81100",72,35,76
"3382","G81102",64,40,90
"3383","G81103",41,25,56
"3384","G81104",48,35,74
"3385","G81105",44,27,57
"3386","G81613",30,22,50
"3387","G81614",45,25,65
"3388","G81627",0,1,0
"3389","G81634",28,21,43
"3390","G81638",39,20,39
"3391","G81641",24,18,50
"3392","G81642",25,19,39
"3393","G81643",9,1,5
"3394","G81646",16,14,25
"3395","G81649",2,2,3
"3396","G81651",31,28,53
"3397","G81656",19,16,38
"3398","G81658",51,29,72
"3399","G81661",43,14,33
"3400","G81662",32,27,66
"3401","G81663",38,22,60
"3402","G81667",22,12,36
"3403","G81668",0,0,0
"3404","G81669",37,24,48
"3405","G81676",36,15,43
"3406","G81677",0,0,0
"3407","G81680",37,24,59
"3408","G81684",27,11,35
"3409","G81685",0,0,0
"3410","G81689",18,12,19
"3411","G81691",1,0,0
"3412","G81694",10,10,27
"3413","G81696",16,1,11
"3414","G81703",0,2,0
"3415","G82002",49,34,69
"3416","G82006",75,33,77
"3417","G82007",46,37,80
"3418","G82011",30,25,53
"3419","G82012",39,19,64
"3420","G82013",64,37,83
"3421","G82014",111,41,92
"3422","G82015",54,28,83
"3423","G82016",60,23,75
"3424","G82017",58,36,84
"3425","G82018",40,24,70
"3426","G82019",65,29,82
"3427","G82020",77,46,91
"3428","G82021",83,40,89
"3429","G82022",47,24,66
"3430","G82023",38,29,67
"3431","G82024",60,33,73
"3432","G82025",46,26,78
"3433","G82026",46,32,65
"3434","G82027",60,38,78
"3435","G82028",46,46,77
"3436","G82029",50,33,66
"3437","G82031",63,32,83
"3438","G82032",68,38,88
"3439","G82035",72,38,82
"3440","G82036",66,41,80
"3441","G82037",94,33,92
"3442","G82038",69,35,80
"3443","G82039",66,35,80
"3444","G82041",50,21,63
"3445","G82042",67,29,102
"3446","G82044",50,23,68
"3447","G82046",42,35,88
"3448","G82048",54,32,81
"3449","G82049",19,21,53
"3450","G82050",83,39,103
"3451","G82051",64,35,80
"3452","G82052",79,39,93
"3453","G82053",34,28,56
"3454","G82055",33,25,83
"3455","G82056",63,15,58
"3456","G82057",54,35,94
"3457","G82058",47,34,77
"3458","G82059",65,29,93
"3459","G82060",71,42,73
"3460","G82061",22,21,47
"3461","G82062",12,13,45
"3462","G82063",69,27,76
"3463","G82064",52,40,75
"3464","G82065",16,21,61
"3465","G82066",63,48,81
"3466","G82067",41,37,81
"3467","G82069",56,35,68
"3468","G82071",137,60,111
"3469","G82072",46,24,53
"3470","G82073",61,29,62
"3471","G82074",80,29,91
"3472","G82075",41,22,61
"3473","G82076",63,41,95
"3474","G82077",68,40,89
"3475","G82079",67,29,86
"3476","G82080",59,35,64
"3477","G82082",64,31,74
"3478","G82083",80,42,92
"3479","G82085",101,37,99
"3480","G82086",67,38,74
"3481","G82087",83,38,97
"3482","G82088",44,23,67
"3483","G82089",58,25,70
"3484","G82090",80,47,89
"3485","G82091",57,36,72
"3486","G82092",37,22,64
"3487","G82093",61,27,80
"3488","G82094",51,34,83
"3489","G82095",69,32,83
"3490","G82096",36,20,36
"3491","G82097",64,43,86
"3492","G82098",37,32,70
"3493","G82099",58,37,94
"3494","G82100",32,32,69
"3495","G82103",25,21,60
"3496","G82104",21,11,42
"3497","G82105",80,46,92
"3498","G82106",41,16,59
"3499","G82107",47,36,80
"3500","G82108",29,30,57
"3501","G82109",26,23,52
"3502","G82110",47,18,50
"3503","G82111",50,30,74
"3504","G82112",56,28,77
"3505","G82113",59,36,80
"3506","G82114",81,42,84
"3507","G82115",47,26,58
"3508","G82117",49,29,83
"3509","G82118",74,25,86
"3510","G82119",70,42,97
"3511","G82120",77,37,83
"3512","G82121",59,35,81
"3513","G82122",75,35,93
"3514","G82123",48,20,65
"3515","G82124",28,20,44
"3516","G82125",76,27,70
"3517","G82126",91,40,84
"3518","G82128",41,34,63
"3519","G82129",36,24,62
"3520","G82133",57,31,65
"3521","G82135",74,41,90
"3522","G82137",56,21,77
"3523","G82138",24,24,52
"3524","G82139",26,22,67
"3525","G82140",23,11,39
"3526","G82141",49,21,73
"3527","G82142",39,25,73
"3528","G82143",38,26,59
"3529","G82147",49,27,70
"3530","G82148",42,32,61
"3531","G82150",62,33,66
"3532","G82152",35,20,46
"3533","G82154",35,23,58
"3534","G82155",72,22,76
"3535","G82156",19,18,52
"3536","G82158",29,15,62
"3537","G82160",78,36,85
"3538","G82161",68,38,80
"3539","G82162",36,23,52
"3540","G82164",61,32,65
"3541","G82165",52,30,90
"3542","G82170",18,12,36
"3543","G82175",24,13,29
"3544","G82179",15,12,25
"3545","G82180",41,20,55
"3546","G82184",15,15,42
"3547","G82185",35,30,70
"3548","G82186",31,26,58
"3549","G82187",45,41,65
"3550","G82197",20,18,53
"3551","G82198",34,25,63
"3552","G82200",47,20,81
"3553","G82203",49,35,71
"3554","G82204",47,24,51
"3555","G82205",63,23,57
"3556","G82206",16,19,52
"3557","G82210",0,0,0
"3558","G82211",37,34,74
"3559","G82212",44,28,64
"3560","G82215",28,25,75
"3561","G82217",24,17,41
"3562","G82218",56,21,68
"3563","G82219",42,21,60
"3564","G82221",28,27,50
"3565","G82224",24,17,46
"3566","G82225",62,37,97
"3567","G82226",42,16,59
"3568","G82227",42,27,62
"3569","G82228",64,38,84
"3570","G82229",34,25,57
"3571","G82230",47,28,57
"3572","G82231",56,35,80
"3573","G82232",55,33,80
"3574","G82233",59,43,90
"3575","G82234",37,24,67
"3576","G82235",22,23,38
"3577","G82600",15,12,43
"3578","G82604",56,26,86
"3579","G82605",13,16,35
"3580","G82622",32,26,40
"3581","G82631",45,29,71
"3582","G82634",64,28,89
"3583","G82635",22,10,37
"3584","G82639",23,22,47
"3585","G82641",34,28,65
"3586","G82647",43,33,64
"3587","G82648",29,14,53
"3588","G82649",28,27,51
"3589","G82650",56,30,83
"3590","G82651",4,4,2
"3591","G82652",21,23,46
"3592","G82653",25,20,44
"3593","G82656",0,3,4
"3594","G82658",27,27,63
"3595","G82662",24,22,53
"3596","G82665",66,35,71
"3597","G82666",55,41,85
"3598","G82667",15,20,44
"3599","G82670",0,4,6
"3600","G82671",50,26,62
"3601","G82679",45,31,76
"3602","G82681",46,26,68
"3603","G82682",38,26,80
"3604","G82684",27,18,61
"3605","G82686",48,34,69
"3606","G82687",31,27,59
"3607","G82688",21,24,54
"3608","G82690",29,22,56
"3609","G82691",27,22,50
"3610","G82693",65,38,88
"3611","G82696",26,23,41
"3612","G82697",24,25,60
"3613","G82698",12,21,31
"3614","G82700",37,27,59
"3615","G82702",12,12,37
"3616","G82704",33,23,50
"3617","G82706",19,24,51
"3618","G82708",32,22,47
"3619","G82710",28,19,50
"3620","G82711",27,18,43
"3621","G82712",26,13,48
"3622","G82715",35,18,50
"3623","G82719",29,14,37
"3624","G82721",27,13,58
"3625","G82722",31,29,70
"3626","G82726",22,19,40
"3627","G82727",77,35,69
"3628","G82729",54,33,76
"3629","G82730",46,24,68
"3630","G82732",30,17,55
"3631","G82733",31,22,50
"3632","G82735",30,29,64
"3633","G82737",17,12,42
"3634","G82741",22,12,35
"3635","G82744",40,20,50
"3636","G82751",30,24,65
"3637","G82753",49,31,68
"3638","G82754",22,26,61
"3639","G82757",14,15,38
"3640","G82760",30,29,53
"3641","G82762",29,15,31
"3642","G82763",20,13,35
"3643","G82764",15,12,33
"3644","G82768",38,24,53
"3645","G82775",22,22,43
"3646","G82777",29,17,42
"3647","G82780",37,30,74
"3648","G82790",64,20,52
"3649","G82791",46,24,70
"3650","G82793",38,25,58
"3651","G82796",44,25,74
"3652","G82799",30,16,39
"3653","G82802",27,14,44
"3654","G82808",54,29,69
"3655","G82809",69,30,79
"3656","G82810",35,32,57
"3657","G82812",17,17,31
"3658","G82813",18,9,15
"3659","G82820",42,29,73
"3660","G82888",51,23,43
"3661","G83001",49,28,61
"3662","G83002",49,19,59
"3663","G83003",30,25,46
"3664","G83004",78,38,82
"3665","G83005",61,44,81
"3666","G83006",54,31,78
"3667","G83007",47,26,64
"3668","G83009",51,25,70
"3669","G83010",79,34,69
"3670","G83012",79,30,81
"3671","G83013",45,25,60
"3672","G83015",51,28,63
"3673","G83016",47,25,55
"3674","G83017",28,26,52
"3675","G83018",58,39,80
"3676","G83019",32,29,61
"3677","G83021",66,24,61
"3678","G83022",21,14,32
"3679","G83024",46,24,51
"3680","G83025",65,41,66
"3681","G83026",42,29,60
"3682","G83027",68,37,68
"3683","G83028",46,35,80
"3684","G83029",36,20,60
"3685","G83030",34,23,54
"3686","G83031",57,34,68
"3687","G83033",41,20,39
"3688","G83034",45,22,60
"3689","G83037",21,20,42
"3690","G83039",68,23,74
"3691","G83043",40,17,47
"3692","G83044",49,32,72
"3693","G83046",40,25,46
"3694","G83047",56,29,55
"3695","G83049",72,31,75
"3696","G83052",69,27,60
"3697","G83053",74,35,71
"3698","G83057",47,22,69
"3699","G83058",42,27,64
"3700","G83060",41,23,60
"3701","G83061",64,24,50
"3702","G83062",38,29,57
"3703","G83063",28,20,46
"3704","G83064",16,14,33
"3705","G83065",42,13,53
"3706","G83066",56,30,78
"3707","G83067",74,34,100
"3708","G83068",1,3,3
"3709","G83628",45,23,56
"3710","G83630",36,17,55
"3711","G83631",26,27,50
"3712","G83633",26,17,55
"3713","G83635",39,24,62
"3714","G83641",22,15,24
"3715","G83642",60,22,57
"3716","G83647",46,24,76
"3717","G83651",48,35,68
"3718","G83654",20,21,53
"3719","G83655",12,14,35
"3720","G83663",31,23,43
"3721","G83668",27,15,58
"3722","G83672",17,15,40
"3723","G83673",32,24,45
"3724","G83680",68,30,69
"3725","G84001",74,21,68
"3726","G84002",37,20,59
"3727","G84003",62,28,64
"3728","G84004",66,30,58
"3729","G84005",49,17,53
"3730","G84006",65,27,72
"3731","G84007",55,25,62
"3732","G84008",51,15,40
"3733","G84009",31,17,44
"3734","G84010",76,28,68
"3735","G84011",48,18,53
"3736","G84013",16,15,32
"3737","G84015",74,22,68
"3738","G84016",81,23,83
"3739","G84017",50,24,60
"3740","G84018",30,19,46
"3741","G84019",67,28,71
"3742","G84020",44,21,54
"3743","G84021",52,20,57
"3744","G84022",29,14,48
"3745","G84023",69,29,63
"3746","G84024",57,20,49
"3747","G84025",45,14,54
"3748","G84027",79,24,74
"3749","G84028",32,19,48
"3750","G84029",39,23,55
"3751","G84030",44,16,45
"3752","G84032",58,22,58
"3753","G84033",48,19,55
"3754","G84035",66,16,52
"3755","G84039",29,14,34
"3756","G84040",61,19,61
"3757","G84041",19,9,44
"3758","G84604",22,14,25
"3759","G84607",38,14,47
"3760","G84609",30,9,35
"3761","G84621",24,10,40
"3762","G84624",24,12,48
"3763","G84625",45,14,42
"3764","G84627",45,18,54
"3765","G84628",25,16,43
"3766","G84629",40,12,50
"3767","G84630",18,10,33
"3768","G85001",53,25,57
"3769","G85002",49,19,67
"3770","G85003",29,15,46
"3771","G85004",100,25,74
"3772","G85005",69,35,81
"3773","G85006",34,24,63
"3774","G85008",22,17,49
"3775","G85009",21,23,27
"3776","G85010",19,9,40
"3777","G85011",58,20,64
"3778","G85012",58,31,78
"3779","G85013",75,22,71
"3780","G85014",55,22,58
"3781","G85015",47,30,77
"3782","G85016",33,13,46
"3783","G85019",12,12,35
"3784","G85020",26,14,41
"3785","G85021",43,18,66
"3786","G85022",70,25,67
"3787","G85023",38,25,62
"3788","G85024",52,24,69
"3789","G85025",36,19,62
"3790","G85026",26,15,50
"3791","G85027",40,15,52
"3792","G85028",41,26,70
"3793","G85029",35,17,56
"3794","G85030",21,18,52
"3795","G85031",42,14,53
"3796","G85032",54,20,78
"3797","G85034",48,22,53
"3798","G85035",42,18,59
"3799","G85036",40,20,53
"3800","G85038",45,22,72
"3801","G85039",103,30,82
"3802","G85040",33,17,54
"3803","G85041",40,16,56
"3804","G85042",22,14,46
"3805","G85044",25,18,47
"3806","G85045",41,19,59
"3807","G85046",59,18,54
"3808","G85047",29,14,38
"3809","G85048",45,17,36
"3810","G85050",18,12,31
"3811","G85051",38,19,43
"3812","G85052",61,16,50
"3813","G85053",52,23,65
"3814","G85054",53,18,60
"3815","G85055",90,20,77
"3816","G85057",44,22,59
"3817","G85061",37,16,48
"3818","G85073",27,19,56
"3819","G85076",30,8,38
"3820","G85081",37,14,47
"3821","G85082",23,20,42
"3822","G85083",30,11,60
"3823","G85084",32,18,52
"3824","G85085",46,19,59
"3825","G85086",32,17,59
"3826","G85087",43,21,47
"3827","G85088",26,16,44
"3828","G85089",43,21,69
"3829","G85091",18,7,34
"3830","G85094",54,21,64
"3831","G85095",35,18,64
"3832","G85096",36,16,47
"3833","G85097",30,19,43
"3834","G85099",18,11,29
"3835","G85100",26,12,39
"3836","G85102",17,11,54
"3837","G85104",55,27,74
"3838","G85105",44,13,52
"3839","G85106",15,9,36
"3840","G85109",45,16,64
"3841","G85112",21,16,37
"3842","G85113",26,14,31
"3843","G85114",48,24,78
"3844","G85118",15,18,49
"3845","G85119",44,15,58
"3846","G85120",48,20,52
"3847","G85121",48,21,57
"3848","G85123",43,18,56
"3849","G85124",36,24,61
"3850","G85125",29,19,45
"3851","G85127",19,8,47
"3852","G85129",24,12,45
"3853","G85130",37,13,44
"3854","G85132",29,19,49
"3855","G85133",30,18,45
"3856","G85134",37,11,55
"3857","G85135",49,21,64
"3858","G85136",39,19,47
"3859","G85137",41,18,38
"3860","G85138",38,23,72
"3861","G85623",41,18,60
"3862","G85632",26,17,50
"3863","G85633",67,21,74
"3864","G85642",27,11,38
"3865","G85644",33,16,44
"3866","G85647",33,14,35
"3867","G85651",39,26,72
"3868","G85662",49,21,51
"3869","G85673",28,14,40
"3870","G85674",19,11,38
"3871","G85681",21,20,52
"3872","G85682",15,11,37
"3873","G85685",78,21,62
